map_id,algorithm,time,length,map_string
3,DFS,2.4142796993255615,3095,[0 0 0 0 0 1 1 1 0 0;0 0 0 0 0 1 5 1 1 1;0 0 0 0 1 1 2 0 0 1;0 0 0 0 1 0 0 2 0 1;0 0 0 0 1 0 0 1 0 1;0 0 0 1 1 0 2 2 3 1;0 0 0 1 0 3 0 0 0 1;0 0 0 1 1 0 3 3 0 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 1 1 1 1 1]
3,BFS,4.954686880111694,45,[0 0 0 0 0 1 1 1 0 0;0 0 0 0 0 1 5 1 1 1;0 0 0 0 1 1 2 0 0 1;0 0 0 0 1 0 0 2 0 1;0 0 0 0 1 0 0 1 0 1;0 0 0 1 1 0 2 2 3 1;0 0 0 1 0 3 0 0 0 1;0 0 0 1 1 0 3 3 0 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 1 1 1 1 1]
4,A*,1.0479354858398438,44,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 3 0 1 0 0;1 0 2 2 2 0 0 1 0 0;1 0 2 5 1 1 1 1 0 0;1 3 0 1 1 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
4,DFS,0.4150722026824951,72,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 3 0 1 0 0;1 0 2 2 2 0 0 1 0 0;1 0 2 5 1 1 1 1 0 0;1 3 0 1 1 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
4,BFS,0.47890567779541016,44,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 3 0 1 0 0;1 0 2 2 2 0 0 1 0 0;1 0 2 5 1 1 1 1 0 0;1 3 0 1 1 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
5,A*,1.8886096477508545,64,[0 0 0 0 1 1 1 1 1 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 0 2 5 3 1;0 0 0 0 1 1 1 2 0 1;0 0 0 0 0 0 1 0 3 1;0 0 0 0 0 0 1 1 0 1;0 0 0 0 1 1 1 0 0 1;1 1 1 1 1 0 2 2 0 1;1 0 0 3 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
5,DFS,0.7003884315490723,206,[0 0 0 0 1 1 1 1 1 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 0 2 5 3 1;0 0 0 0 1 1 1 2 0 1;0 0 0 0 0 0 1 0 3 1;0 0 0 0 0 0 1 1 0 1;0 0 0 0 1 1 1 0 0 1;1 1 1 1 1 0 2 2 0 1;1 0 0 3 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
5,BFS,1.1153168678283691,64,[0 0 0 0 1 1 1 1 1 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 0 2 5 3 1;0 0 0 0 1 1 1 2 0 1;0 0 0 0 0 0 1 0 3 1;0 0 0 0 0 0 1 1 0 1;0 0 0 0 1 1 1 0 0 1;1 1 1 1 1 0 2 2 0 1;1 0 0 3 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
6,A*,1.5059382915496826,59,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 0 0 0 0 0;1 0 0 0 1 1 1 1 0 0;1 0 0 0 2 3 3 1 0 0;1 0 2 3 0 2 5 1 0 0;1 0 2 1 1 1 1 1 0 0;1 0 0 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0]
6,DFS,0.566145658493042,173,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 0 0 0 0 0;1 0 0 0 1 1 1 1 0 0;1 0 0 0 2 3 3 1 0 0;1 0 2 3 0 2 5 1 0 0;1 0 2 1 1 1 1 1 0 0;1 0 0 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0]
6,BFS,0.7808308601379395,59,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 0 0 0 0 0;1 0 0 0 1 1 1 1 0 0;1 0 0 0 2 3 3 1 0 0;1 0 2 3 0 2 5 1 0 0;1 0 2 1 1 1 1 1 0 0;1 0 0 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0]
7,A*,8.033641576766968,57,[0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 0 1 1 1 1 1 1 1 1;1 0 0 0 3 0 0 0 0 1;1 0 0 1 0 0 1 0 3 1;1 0 1 1 1 1 1 2 0 1;1 0 1 1 1 1 1 0 0 1;1 0 2 5 2 0 0 0 3 1;1 0 0 1 0 2 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
7,DFS,3.4508237838745117,1076,[0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 0 1 1 1 1 1 1 1 1;1 0 0 0 3 0 0 0 0 1;1 0 0 1 0 0 1 0 3 1;1 0 1 1 1 1 1 2 0 1;1 0 1 1 1 1 1 0 0 1;1 0 2 5 2 0 0 0 3 1;1 0 0 1 0 2 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
7,BFS,7.893518447875977,57,[0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 0 1 1 1 1 1 1 1 1;1 0 0 0 3 0 0 0 0 1;1 0 0 1 0 0 1 0 3 1;1 0 1 1 1 1 1 2 0 1;1 0 1 1 1 1 1 0 0 1;1 0 2 5 2 0 0 0 3 1;1 0 0 1 0 2 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
8,A*,26.32480812072754,93,[0 1 1 1 1 1 1 0 0 0;1 1 0 1 0 0 1 0 0 0;1 0 2 0 2 5 1 0 0 0;1 0 0 1 0 0 1 0 0 0;1 0 1 0 2 1 1 0 0 0;1 3 0 1 0 0 1 0 0 0;1 3 1 0 0 0 1 1 1 1;1 0 0 0 3 0 0 2 0 1;1 0 0 1 0 0 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
8,DFS,4.177832126617432,243,[0 1 1 1 1 1 1 0 0 0;1 1 0 1 0 0 1 0 0 0;1 0 2 0 2 5 1 0 0 0;1 0 0 1 0 0 1 0 0 0;1 0 1 0 2 1 1 0 0 0;1 3 0 1 0 0 1 0 0 0;1 3 1 0 0 0 1 1 1 1;1 0 0 0 3 0 0 2 0 1;1 0 0 1 0 0 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
8,BFS,34.57722091674805,93,[0 1 1 1 1 1 1 0 0 0;1 1 0 1 0 0 1 0 0 0;1 0 2 0 2 5 1 0 0 0;1 0 0 1 0 0 1 0 0 0;1 0 1 0 2 1 1 0 0 0;1 3 0 1 0 0 1 0 0 0;1 3 1 0 0 0 1 1 1 1;1 0 0 0 3 0 0 2 0 1;1 0 0 1 0 0 0 3 0 1;1 1 1 1 1 1 1 1 1 1]
9,A*,10.230576276779175,79,[1 1 1 1 1 1 1 1 1 1;1 0 3 5 0 0 0 0 0 1;1 0 2 0 3 0 3 2 0 1;1 1 0 1 1 1 0 1 1 1;0 1 1 1 1 1 3 0 1 0;0 0 0 0 1 0 0 1 1 0;0 0 0 0 1 0 0 1 1 1;0 0 0 1 1 0 2 2 0 1;0 0 0 1 0 0 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
9,DFS,5.686139822006226,1123,[1 1 1 1 1 1 1 1 1 1;1 0 3 5 0 0 0 0 0 1;1 0 2 0 3 0 3 2 0 1;1 1 0 1 1 1 0 1 1 1;0 1 1 1 1 1 3 0 1 0;0 0 0 0 1 0 0 1 1 0;0 0 0 0 1 0 0 1 1 1;0 0 0 1 1 0 2 2 0 1;0 0 0 1 0 0 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
9,BFS,10.632314443588257,79,[1 1 1 1 1 1 1 1 1 1;1 0 3 5 0 0 0 0 0 1;1 0 2 0 3 0 3 2 0 1;1 1 0 1 1 1 0 1 1 1;0 1 1 1 1 1 3 0 1 0;0 0 0 0 1 0 0 1 1 0;0 0 0 0 1 0 0 1 1 1;0 0 0 1 1 0 2 2 0 1;0 0 0 1 0 0 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
10,A*,3.8429148197174072,46,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 1 1 1 1 1 0 0;0 0 1 1 5 1 0 1 1 1;0 0 1 0 2 0 3 0 0 1;0 0 1 3 0 0 3 2 0 1;0 0 1 1 0 2 1 2 0 1;0 0 0 1 0 0 1 0 3 1;0 0 0 1 0 1 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
10,DFS,0.31394505500793457,228,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 1 1 1 1 1 0 0;0 0 1 1 5 1 0 1 1 1;0 0 1 0 2 0 3 0 0 1;0 0 1 3 0 0 3 2 0 1;0 0 1 1 0 2 1 2 0 1;0 0 0 1 0 0 1 0 3 1;0 0 0 1 0 1 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
10,BFS,2.7693753242492676,46,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 1 1 1 1 1 0 0;0 0 1 1 5 1 0 1 1 1;0 0 1 0 2 0 3 0 0 1;0 0 1 3 0 0 3 2 0 1;0 0 1 1 0 2 1 2 0 1;0 0 0 1 0 0 1 0 3 1;0 0 0 1 0 1 0 0 0 1;0 0 0 1 1 1 1 1 1 1]
11,A*,3.331430435180664,65,[0 0 0 0 0 0 1 1 1 1;0 1 1 1 1 0 1 0 0 1;1 1 0 0 1 0 1 2 0 1;1 0 0 1 1 0 1 0 0 1;1 0 0 0 1 0 1 3 0 1;1 1 2 0 1 1 1 2 0 1;1 1 0 0 0 1 1 0 0 1;1 0 0 0 3 1 1 2 0 1;1 0 0 3 3 0 0 0 5 1;1 1 1 1 1 1 1 1 1 1]
11,DFS,1.2576122283935547,110,[0 0 0 0 0 0 1 1 1 1;0 1 1 1 1 0 1 0 0 1;1 1 0 0 1 0 1 2 0 1;1 0 0 1 1 0 1 0 0 1;1 0 0 0 1 0 1 3 0 1;1 1 2 0 1 1 1 2 0 1;1 1 0 0 0 1 1 0 0 1;1 0 0 0 3 1 1 2 0 1;1 0 0 3 3 0 0 0 5 1;1 1 1 1 1 1 1 1 1 1]
11,BFS,1.9776980876922607,65,[0 0 0 0 0 0 1 1 1 1;0 1 1 1 1 0 1 0 0 1;1 1 0 0 1 0 1 2 0 1;1 0 0 1 1 0 1 0 0 1;1 0 0 0 1 0 1 3 0 1;1 1 2 0 1 1 1 2 0 1;1 1 0 0 0 1 1 0 0 1;1 0 0 0 3 1 1 2 0 1;1 0 0 3 3 0 0 0 5 1;1 1 1 1 1 1 1 1 1 1]
12,A*,1.7204573154449463,43,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 1 1 0 0 0 0;1 0 0 1 0 1 1 0 0 0;1 0 0 0 0 0 1 1 0 0;1 3 1 1 0 2 0 1 0 0;1 0 0 0 1 0 0 1 0 0;1 0 3 2 3 2 0 1 0 0;1 0 3 2 5 0 1 1 0 0;1 1 1 1 1 1 1 0 0 0]
12,DFS,1.1475815773010254,83,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 1 1 0 0 0 0;1 0 0 1 0 1 1 0 0 0;1 0 0 0 0 0 1 1 0 0;1 3 1 1 0 2 0 1 0 0;1 0 0 0 1 0 0 1 0 0;1 0 3 2 3 2 0 1 0 0;1 0 3 2 5 0 1 1 0 0;1 1 1 1 1 1 1 0 0 0]
12,BFS,1.2592544555664062,43,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 1 1 0 0 0 0;1 0 0 1 0 1 1 0 0 0;1 0 0 0 0 0 1 1 0 0;1 3 1 1 0 2 0 1 0 0;1 0 0 0 1 0 0 1 0 0;1 0 3 2 3 2 0 1 0 0;1 0 3 2 5 0 1 1 0 0;1 1 1 1 1 1 1 0 0 0]
13,A*,5.639675617218018,72,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
13,DFS,3.3722336292266846,1366,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
13,BFS,4.974602222442627,72,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
14,A*,0.9669971466064453,50,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 5 1 1 1 1 0 0 0 0;1 2 1 1 0 1 0 0 0 0;1 0 3 0 0 1 0 0 0 0;1 0 3 0 2 1 1 0 0 0;1 0 2 2 0 0 1 0 0 0;1 3 0 3 0 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
14,DFS,0.34853053092956543,238,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 5 1 1 1 1 0 0 0 0;1 2 1 1 0 1 0 0 0 0;1 0 3 0 0 1 0 0 0 0;1 0 3 0 2 1 1 0 0 0;1 0 2 2 0 0 1 0 0 0;1 3 0 3 0 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
14,BFS,0.44498157501220703,50,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;1 5 1 1 1 1 0 0 0 0;1 2 1 1 0 1 0 0 0 0;1 0 3 0 0 1 0 0 0 0;1 0 3 0 2 1 1 0 0 0;1 0 2 2 0 0 1 0 0 0;1 3 0 3 0 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
15,A*,36.56977343559265,95,[0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 1 0;1 0 2 2 0 0 2 5 1 0;1 0 0 3 0 0 0 1 1 0;1 0 1 0 0 3 1 1 0 0;1 0 3 1 0 1 1 0 0 0;1 0 0 3 2 0 1 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
15,DFS,14.861498594284058,865,[0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 1 0;1 0 2 2 0 0 2 5 1 0;1 0 0 3 0 0 0 1 1 0;1 0 1 0 0 3 1 1 0 0;1 0 3 1 0 1 1 0 0 0;1 0 0 3 2 0 1 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
15,BFS,51.564651012420654,95,[0 0 0 0 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 1 0;1 0 2 2 0 0 2 5 1 0;1 0 0 3 0 0 0 1 1 0;1 0 1 0 0 3 1 1 0 0;1 0 3 1 0 1 1 0 0 0;1 0 0 3 2 0 1 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
16,A*,0.4230074882507324,33,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 0 0;0 0 0 0 1 5 0 1 1 1;0 0 0 0 1 2 2 3 0 1;0 0 0 1 1 0 0 0 0 1;1 1 1 1 0 0 1 2 3 1;1 0 0 0 3 3 2 0 0 1;1 1 1 1 1 1 1 1 1 1]
16,DFS,0.3688826560974121,107,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 0 0;0 0 0 0 1 5 0 1 1 1;0 0 0 0 1 2 2 3 0 1;0 0 0 1 1 0 0 0 0 1;1 1 1 1 0 0 1 2 3 1;1 0 0 0 3 3 2 0 0 1;1 1 1 1 1 1 1 1 1 1]
16,BFS,0.27051830291748047,33,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 0 0;0 0 0 0 1 5 0 1 1 1;0 0 0 0 1 2 2 3 0 1;0 0 0 1 1 0 0 0 0 1;1 1 1 1 0 0 1 2 3 1;1 0 0 0 3 3 2 0 0 1;1 1 1 1 1 1 1 1 1 1]
17,A*,1.0051698684692383,49,[1 1 1 1 0 0 0 0 0 0;1 0 5 1 0 0 0 0 0 0;1 2 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 0 2 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 3 3 1 1 1 1 1 0 0;1 0 3 0 0 2 0 1 0 0;1 3 2 0 0 0 0 1 0 0;1 1 1 1 1 1 1 1 0 0]
17,DFS,0.5579760074615479,79,[1 1 1 1 0 0 0 0 0 0;1 0 5 1 0 0 0 0 0 0;1 2 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 0 2 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 3 3 1 1 1 1 1 0 0;1 0 3 0 0 2 0 1 0 0;1 3 2 0 0 0 0 1 0 0;1 1 1 1 1 1 1 1 0 0]
17,BFS,0.6437602043151855,49,[1 1 1 1 0 0 0 0 0 0;1 0 5 1 0 0 0 0 0 0;1 2 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 0 2 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 3 3 1 1 1 1 1 0 0;1 0 3 0 0 2 0 1 0 0;1 3 2 0 0 0 0 1 0 0;1 1 1 1 1 1 1 1 0 0]
18,A*,0.0982656478881836,43,[1 1 1 1 1 1 1 1 1 1;1 3 0 0 0 0 0 2 0 1;1 0 2 0 2 0 3 2 5 1;1 0 1 1 1 3 1 1 3 1;1 1 1 0 1 1 1 1 1 1;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
18,DFS,0.020072460174560547,129,[1 1 1 1 1 1 1 1 1 1;1 3 0 0 0 0 0 2 0 1;1 0 2 0 2 0 3 2 5 1;1 0 1 1 1 3 1 1 3 1;1 1 1 0 1 1 1 1 1 1;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
18,BFS,0.04309725761413574,43,[1 1 1 1 1 1 1 1 1 1;1 3 0 0 0 0 0 2 0 1;1 0 2 0 2 0 3 2 5 1;1 0 1 1 1 3 1 1 3 1;1 1 1 0 1 1 1 1 1 1;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
19,A*,8.789743423461914,73,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 1 1 1;1 1 1 0 1 1 0 3 0 1;1 0 2 0 2 0 0 0 1 1;1 0 1 5 2 3 0 0 1 1;1 0 0 1 1 1 2 3 0 1;1 0 0 0 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
19,DFS,2.588542938232422,597,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 1 1 1;1 1 1 0 1 1 0 3 0 1;1 0 2 0 2 0 0 0 1 1;1 0 1 5 2 3 0 0 1 1;1 0 0 1 1 1 2 3 0 1;1 0 0 0 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
19,BFS,5.96695351600647,73,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 1 1 1;1 1 1 0 1 1 0 3 0 1;1 0 2 0 2 0 0 0 1 1;1 0 1 5 2 3 0 0 1 1;1 0 0 1 1 1 2 3 0 1;1 0 0 0 0 0 0 0 3 1;1 1 1 1 1 1 1 1 1 1]
20,A*,19.268563508987427,66,[1 1 1 1 1 1 1 1 1 1;1 0 2 0 0 0 3 0 3 1;1 0 0 3 0 2 0 1 1 1;1 0 0 1 0 1 1 1 0 0;1 0 1 0 0 1 1 0 0 0;1 0 1 0 2 0 1 0 0 0;1 3 1 0 0 0 1 0 0 0;1 0 0 1 2 0 1 0 0 0;1 0 0 0 5 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
20,DFS,8.604618549346924,1556,[1 1 1 1 1 1 1 1 1 1;1 0 2 0 0 0 3 0 3 1;1 0 0 3 0 2 0 1 1 1;1 0 0 1 0 1 1 1 0 0;1 0 1 0 0 1 1 0 0 0;1 0 1 0 2 0 1 0 0 0;1 3 1 0 0 0 1 0 0 0;1 0 0 1 2 0 1 0 0 0;1 0 0 0 5 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
20,BFS,35.07733106613159,66,[1 1 1 1 1 1 1 1 1 1;1 0 2 0 0 0 3 0 3 1;1 0 0 3 0 2 0 1 1 1;1 0 0 1 0 1 1 1 0 0;1 0 1 0 0 1 1 0 0 0;1 0 1 0 2 0 1 0 0 0;1 3 1 0 0 0 1 0 0 0;1 0 0 1 2 0 1 0 0 0;1 0 0 0 5 0 1 0 0 0;1 1 1 1 1 1 1 0 0 0]
